confusion_category,position_relative_to_snv,mean_attention
TP,60,0.020808519581332802
TP,61,0.02065020490437746
TP,62,0.020581462578848006
TP,63,0.020402147714048625
TP,64,0.020206588516011835
TP,65,0.020331055587157608
TP,66,0.0203687493968755
TP,67,0.020282655265182258
TP,68,0.020236309953033924
TP,69,0.02016705894842744
TP,70,0.02008731635287404
TP,71,0.020084767155349254
TP,72,0.019974937653169034
TP,73,0.019882664298638702
TP,74,0.019686765940859913
TP,75,0.01964561639353633
TP,76,0.019587245099246503
TP,77,0.019709086744114757
TP,78,0.019778848420828582
TP,79,0.019737163009122014
TP,80,0.01977545313537121
TP,81,0.01983513619750738
TP,82,0.019727358538657428
TP,83,0.019712298242375255
TP,84,0.019753140481188893
TP,85,0.01973862452432513
TP,86,0.019436659924685955
TP,87,0.019559658030048013
TP,88,0.01949895980767906
TP,89,0.01920358419418335
TP,90,0.01893321714363992
TP,91,0.018727144850417973
TP,92,0.01848482072353363
TP,93,0.018556420132517813
TP,94,0.01838306070305407
TP,95,0.018356324853375555
TP,96,0.0184545477014035
TP,97,0.018362254984676838
TP,98,0.018487221710383892
TP,99,0.018246678365394474
TP,100,0.018281779438257217
TP,101,0.018201034907251598
TP,102,0.018206092761829495
TP,103,0.017943337950855495
TP,104,0.017926198421046136
TP,105,0.01772908117622137
TP,106,0.017527177957817913
TP,107,0.017387300478294492
TP,108,0.017263119835406543
TP,109,0.01721839047037065
TP,110,0.017170669445768
TP,111,0.016999808307737112
TP,112,0.01710853005759418
TP,113,0.0170353037212044
TP,114,0.016932436926290394
TP,115,0.016860149363055826
TP,116,0.017029122803360223
TP,117,0.016909152353182435
TP,118,0.016997406212612986
TP,119,0.01708521869033575
TP,120,0.017268062001094223
TP,121,0.017582832938060164
TP,122,0.018558357441797853
TP,123,0.019141263887286188
TP,124,0.019888033121824265
TP,125,0.020559354880824686
TP,126,0.02123945233412087
TP,127,0.022237743958830835
TP,128,0.02390016126446426
