confusion_category,position_relative_to_snv,mean_attention
FP,45,0.02150134099647403
FP,46,0.021475412091240285
FP,47,0.021085882103070618
FP,48,0.021165204467251897
FP,49,0.020985600417479874
FP,50,0.02087955752387643
FP,51,0.020560137685388325
FP,52,0.02042377202771604
FP,53,0.02005920493043959
FP,54,0.01988166930153966
FP,55,0.019951443346217276
FP,56,0.01983788827434182
FP,57,0.019899844313040375
FP,58,0.019738646373152733
FP,59,0.019821269353851676
FP,60,0.019791622795164585
FP,61,0.019756076978519558
FP,62,0.019486799016594888
FP,63,0.019472593823447824
FP,64,0.019275742452591657
FP,65,0.019125594533979894
FP,66,0.019148531761020424
FP,67,0.019073357237502933
FP,68,0.01909803451038897
FP,69,0.019303777376189827
FP,70,0.01918104462325573
FP,71,0.019134719790890813
FP,72,0.018987694839015603
FP,73,0.018809386901557444
FP,74,0.018727740682661535
FP,75,0.01858627427369356
FP,76,0.01847286503762007
FP,77,0.018328359806910156
FP,78,0.01837853942066431
FP,79,0.018473183820024133
FP,80,0.018331691231578587
FP,81,0.01843358374200761
FP,82,0.018487370992079376
FP,83,0.018389324313029646
FP,84,0.018468619603663684
FP,85,0.01857085178606212
FP,86,0.018461512001231313
FP,87,0.018639228707179427
FP,88,0.018500105682760476
FP,89,0.018557445630431175
FP,90,0.01847196526825428
FP,91,0.01841055224649608
FP,92,0.01818016083911061
FP,93,0.018158135050907732
FP,94,0.018169008772820235
FP,95,0.018027957659214736
FP,96,0.01799777547828853
FP,97,0.01804326134733856
FP,98,0.017881267936900258
FP,99,0.017592657711356877
FP,100,0.01750870417803526
FP,101,0.01756137754768133
FP,102,0.0175398784969002
FP,103,0.017505321335047484
FP,104,0.01737173419445753
FP,105,0.0172777546197176
FP,106,0.017181157320737838
FP,107,0.01698973147198558
FP,108,0.016910392669960857
FP,109,0.016965628042817114
FP,110,0.01696161356754601
FP,111,0.01695666025392711
FP,112,0.0168525367975235
FP,113,0.01692822316661477
FP,114,0.01694190749898553
FP,115,0.01700150086544454
FP,116,0.01705525992438197
FP,117,0.01715231664478779
FP,118,0.017221848834306
FP,119,0.017218742417171598
FP,120,0.01727948270738125
FP,121,0.017466948917135596
FP,122,0.018608720665797593
FP,123,0.019468405675143005
FP,124,0.02009417471475899
FP,125,0.020884377378970385
FP,126,0.021614021491259336
FP,127,0.02311158158816397
FP,128,0.026453747153282164
TN,-128,0.014924753732047975
TN,-127,0.017890493804588913
TN,-126,0.01840385261923075
TN,-125,0.018542121620848773
TN,-124,0.018879981171339752
TN,-123,0.018651743531227113
TN,-122,0.018488458069041373
TN,-121,0.018188051227480174
TN,-120,0.018238082202151416
TN,-119,0.018557912223041057
TN,-118,0.018530815467238428
TN,-117,0.018670311076566578
TN,-116,0.018918564803898336
TN,-115,0.018997685154899954
TN,-114,0.019019985804334283
TN,-113,0.01885909939184785
TN,-112,0.01881370024755597
TN,-111,0.01878095152787864
TN,-110,0.018754374291747807
TN,-109,0.018647330766543745
TN,-108,0.018604649202898144
TN,-107,0.01862413319759071
TN,-106,0.01876690186560154
TN,-105,0.018781441068276762
TN,-104,0.018799961181357502
TN,-103,0.018902340503409505
TN,-102,0.018875485165044666
TN,-101,0.01886458898894489
TN,-100,0.01885663954541087
TN,-99,0.018914641086012124
TN,-98,0.01886995490640402
TN,-97,0.018914658464491366
TN,-96,0.018938938742503523
TN,-95,0.019031690023839472
TN,-94,0.01906838218681514
TN,-93,0.019109090687707067
TN,-92,0.01903062056750059
TN,-91,0.018857831517234445
TN,-90,0.018838339550420642
TN,-89,0.01891285538673401
TN,-88,0.018977104825899004
TN,-87,0.018974827043712138
TN,-86,0.018871043706312776
TN,-85,0.019066477892920375
TN,-84,0.019053759202361107
TN,-83,0.019143877010792495
TN,-82,0.019151769299060106
TN,-81,0.01916147583164275
TN,-80,0.019237272273749113
TN,-79,0.019263306483626366
TN,-78,0.01929496896453202
TN,-77,0.019170607393607497
TN,-76,0.019234319953247904
TN,-75,0.019233258171007038
TN,-74,0.01925791914574802
TN,-73,0.01943013115786016
TN,-72,0.01920277456752956
TN,-71,0.019160935049876572
TN,-70,0.019141812818124892
TN,-69,0.019157957807183264
TN,-68,0.01908679415471852
TN,-67,0.019077445194125176
TN,-66,0.01891008793376386
TN,-65,0.018730868548154832
TN,-64,0.018763710567727684
TN,-63,0.018894455172121526
TN,-62,0.019018509881570934
TN,-61,0.0189264830108732
TN,-60,0.018896713387221098
TN,-59,0.01900781048461795
TN,-58,0.01898645848967135
TN,-57,0.01907390055246651
TN,-56,0.019287881795316934
TN,-55,0.019348529884591698
TN,-54,0.019384176293388008
TN,-53,0.01954463548026979
TN,-52,0.019521222999319434
TN,-51,0.0194886786211282
TN,-50,0.019591243863105776
TN,-49,0.019707678481936455
TN,-48,0.0197596878092736
TN,-47,0.01977257396094501
TN,-46,0.01976777727715671
TN,-45,0.019821617910638453
TN,-44,0.019867849396541716
TN,-43,0.019828222254291178
TN,-42,0.01972694599069655
TN,-41,0.019681790582835673
TN,-40,0.019752543848007918
TN,-39,0.019492863044142723
TN,-38,0.019531429819762705
TN,-37,0.019480902487412095
TN,-36,0.01941888435743749
TN,-35,0.019502696068957447
TN,-34,0.0193329048063606
TN,-33,0.019432873874902726
TN,-32,0.019594740150496365
TN,-31,0.019722868483513595
TN,-30,0.019760810052976013
TN,-29,0.019905433570966125
TN,-28,0.019839020930230617
TN,-27,0.019905049726366995
TN,-26,0.020109033221378924
TN,-25,0.019958952981978653
TN,-24,0.019999580951407553
TN,-23,0.019865514785051344
TN,-22,0.019896128457039596
TN,-21,0.019807979455217718
TN,-20,0.019914125129580497
TN,-19,0.020032018925994634
TN,-18,0.01989064471796155
TN,-17,0.01987970892339945
TN,-16,0.01970185263082385
TN,-15,0.019908246584236622
TN,-14,0.01998098866082728
TN,-13,0.019843916799873115
TN,-12,0.019825817756354808
TN,-11,0.019821144975721836
TN,-10,0.019767735451459885
TN,-9,0.019772350210696458
TN,-8,0.0197237366810441
TN,-7,0.019665059987455605
TN,-6,0.01976227474398911
TN,-5,0.019766735807061196
TN,-4,0.01989026689901948
TN,-3,0.019705312279984354
TN,-2,0.019596096500754355
TN,-1,0.01969925080426037
TN,0,0.019818381192162633
TN,1,0.019833666393533348
TN,2,0.019919049013406038
TN,3,0.019819303266704082
TN,4,0.019639558317139746
TN,5,0.019749258058145643
TN,6,0.01958401734940708
TN,7,0.01953753124922514
TN,8,0.019597134944051506
TN,9,0.019630705080926417
TN,10,0.01955463255755603
TN,11,0.019497261149808764
TN,12,0.019592450093477966
TN,13,0.019579006433486937
TN,14,0.01961348971351981
TN,15,0.019814463891088964
TN,16,0.020008503207936883
TN,17,0.019949577786028384
TN,18,0.01997825849801302
TN,19,0.019834172697737813
TN,20,0.01967874218709767
TN,21,0.019490467263385654
TN,22,0.019619548274204136
TN,23,0.019614265067502856
TN,24,0.019530468415468932
TN,25,0.01977634450420737
TN,26,0.019686964955180884
TN,27,0.019811186362057923
TN,28,0.019730477994307875
TN,29,0.019727804055437444
TN,30,0.019754566075280307
TN,31,0.01959172802977264
TN,32,0.01944477223791182
TN,33,0.01951634669676423
TN,34,0.019419736936688425
TN,35,0.019559574853628872
TN,36,0.019654527297243474
TN,37,0.01963799332268536
TN,38,0.01968241740949452
TN,39,0.01974973435513675
TN,40,0.01980093671940267
TN,41,0.019749351367354392
TN,42,0.01976775884628296
TN,43,0.019842124786227943
TN,44,0.01978155620396137
TN,45,0.019585524592548607
TN,46,0.019542698487639426
TN,47,0.019426526688039302
TN,48,0.019352650418877602
TN,49,0.019349652882665394
TN,50,0.019326735138893127
TN,51,0.01919138042256236
TN,52,0.019329792773351073
TN,53,0.01946958246640861
TN,54,0.019551456896588205
TN,55,0.019634865289554
TN,56,0.019866843577474355
TN,57,0.019941097078844904
TN,58,0.01987270169891417
TN,59,0.019951082300394773
TN,60,0.01949292638339102
TN,61,0.01939731982536614
TN,62,0.01927686276845634
TN,63,0.019090191330760717
TN,64,0.01916538694873452
TN,65,0.01921068973839283
TN,66,0.01941256945952773
TN,67,0.019496473781764508
TN,68,0.01940166303887963
TN,69,0.019306447952985764
TN,70,0.01933245250955224
TN,71,0.019231621315702795
TN,72,0.019183206902816892
TN,73,0.018833284275606276
TN,74,0.018729910952970386
TN,75,0.018767122477293015
TN,76,0.01891484743915498
TN,77,0.019055303847417236
TN,78,0.019090158566832542
TN,79,0.01921707073226571
TN,80,0.01931679269298911
TN,81,0.019195587523281574
TN,82,0.019250245736911892
TN,83,0.0191585127171129
TN,84,0.019132155952975155
TN,85,0.01913821733556688
TN,86,0.01883448163047433
TN,87,0.018889136640354992
TN,88,0.018799393502995372
TN,89,0.01868182790465653
TN,90,0.018786625741049646
TN,91,0.018748615058138966
TN,92,0.01876095458865166
TN,93,0.01887416113168001
TN,94,0.018874430069699882
TN,95,0.018884960701689123
TN,96,0.018690615072846414
TN,97,0.018645543893799185
TN,98,0.01861798880621791
TN,99,0.01853121011517942
TN,100,0.018395616775378584
TN,101,0.018457578532397746
TN,102,0.018210659623146056
TN,103,0.018174038110300897
TN,104,0.01808336665853858
TN,105,0.018110424363985658
TN,106,0.018021279983222484
TN,107,0.01788951499387622
TN,108,0.017773627825081347
TN,109,0.017757733743637802
TN,110,0.017792425844818355
TN,111,0.01774716831743717
TN,112,0.017782383123412727
TN,113,0.017783865882083773
TN,114,0.017931277109310032
TN,115,0.01794652876444161
TN,116,0.017972677713260055
TN,117,0.017915864353999496
TN,118,0.017960381833836435
TN,119,0.018202784759923814
TN,120,0.018385086208581924
TN,121,0.018962742742151022
TN,122,0.019464723858982326
TN,123,0.020372708132490515
TN,124,0.02122348685748875
TN,125,0.022062499718740584
TN,126,0.0227210627309978
TN,127,0.023211623542010784
TN,128,0.028865644447505473
TP,-128,0.015997436775360255
TP,-127,0.017568482467904687
TP,-126,0.0181083860527724
TP,-125,0.018039581160992385
TP,-124,0.017831034194678068
TP,-123,0.01758371600881219
TP,-122,0.017414042511954903
TP,-121,0.017462172554805876
TP,-120,0.017564719701185824
TP,-119,0.017491311877965928
TP,-118,0.01743552287109196
TP,-117,0.01735568885691464
TP,-116,0.017529428005218506
TP,-115,0.01761754574254155
TP,-114,0.017787014916539192
TP,-113,0.017856843126937746
TP,-112,0.017905800957232713
TP,-111,0.01802085207775235
TP,-110,0.018116402104496956
TP,-109,0.018154810722917317
TP,-108,0.0183677377179265
TP,-107,0.018342703897506
TP,-106,0.01835132321342826
TP,-105,0.018371142772957684
TP,-104,0.018488206369802355
TP,-103,0.018509757127612828
TP,-102,0.018566814977675677
TP,-101,0.01857185935601592
TP,-100,0.018484975192695857
TP,-99,0.01852457007393241
TP,-98,0.018659845385700466
TP,-97,0.018665682580322026
TP,-96,0.018743076957762242
TP,-95,0.01888646397739649
TP,-94,0.018911220151931047
TP,-93,0.019088797243312
TP,-92,0.019192504482343792
TP,-91,0.019208599431440234
TP,-90,0.01925418233498931
TP,-89,0.019249400990083813
TP,-88,0.019273469969630242
TP,-87,0.019441154226660727
TP,-86,0.019669020958244802
TP,-85,0.019805257264524697
TP,-84,0.020042326720431446
TP,-83,0.020214890213683247
TP,-82,0.020135770170018077
TP,-81,0.020112061174586415
TP,-80,0.020327993286773562
TP,-79,0.020395707385614515
TP,-78,0.02047909707762301
TP,-77,0.020568439215421678
TP,-76,0.020611560558900236
TP,-75,0.02069803087040782
TP,-74,0.021091883163899185
TP,-73,0.02104560167528689
TP,-72,0.021160236122086645
TP,-71,0.02116381355561316
TP,-70,0.021802463075146078
TP,-69,0.021842322442680598
TP,-68,0.022054915130138398
TP,-67,0.022514708060771226
TP,-66,0.022543791169300675
TP,-65,0.022723268000409007
TP,-64,0.02261821470223367
TP,-63,0.022746689757332204
TP,-62,0.022765991315245628
TP,-61,0.023181982804089785
TP,-60,0.02306429086253047
TP,-59,0.022968719275668265
TP,-58,0.02302577261812985
TP,-57,0.022473251884803175
TP,-56,0.0226303338073194
TP,-55,0.022487358013167976
TP,-54,0.02252872832119465
TP,-53,0.02271484011784196
TP,-52,0.02285344964824617
TP,-51,0.022807340184226633
TP,-50,0.022900146394968034
TP,-49,0.023049777364358304
TP,-48,0.023010120233520864
TP,-47,0.022993377558887005
TP,-46,0.023027503974735738
TP,-45,0.02303964639082551
TP,-44,0.023707687240093946
TP,-43,0.023660034658387303
TP,-42,0.023744954196736216
TP,-41,0.02363228372298181
TP,-40,0.023858367474749686
TP,-39,0.024035764150321482
TP,-38,0.024144061394035816
TP,-37,0.02498627819120884
TP,-36,0.02492849273607135
TP,-35,0.024922962496057154
TP,-34,0.025434616627171634
TP,-33,0.025396440913900732
TP,-32,0.025289126643911003
TP,-31,0.025498080374673007
TP,-30,0.02552728882059455
TP,-29,0.025525841768831013
TP,-28,0.025398584585636853
TP,-27,0.025492120115086437
TP,-26,0.025438462793827058
TP,-25,0.025395644837990405
TP,-24,0.025423182006925345
TP,-23,0.025462628453969956
TP,-22,0.025783013943582775
TP,-21,0.025726001905277372
TP,-20,0.02568842189386487
TP,-19,0.026191838532686234
TP,-18,0.02612508094869554
TP,-17,0.026143963811919094
TP,-16,0.0263920312654227
TP,-15,0.026657270761206747
TP,-14,0.027145058019086718
TP,-13,0.026897954819723964
TP,-12,0.02687511168420315
TP,-11,0.02666459171101451
TP,-10,0.026423758901655672
TP,-9,0.026234652511775494
TP,-8,0.025969482623040677
TP,-7,0.025691993311047556
TP,-6,0.02552934942767024
TP,-5,0.025503352638334035
TP,-4,0.025466233072802425
TP,-3,0.025519050657749176
TP,-2,0.025522553361952305
TP,-1,0.025446234382689
TP,0,0.02549761837348342
TP,1,0.025635591782629488
TP,2,0.025434254333376885
TP,3,0.025414621718227864
TP,4,0.025065374560654163
TP,5,0.02493865167722106
TP,6,0.02480854726396501
TP,7,0.024837571950629352
TP,8,0.02470872678793967
TP,9,0.024728625593706966
TP,10,0.024834170807152986
TP,11,0.024826382221654057
TP,12,0.024591454546898605
TP,13,0.024534692885354162
TP,14,0.024551739720627665
TP,15,0.02465490885078907
TP,16,0.024334613382816315
TP,17,0.0244111907761544
TP,18,0.024144445434212684
TP,19,0.02399524620734155
TP,20,0.02406004476360977
TP,21,0.024014341421425344
TP,22,0.024037717171013356
TP,23,0.024194314060732722
TP,24,0.02408028337173164
TP,25,0.024198577813804148
TP,26,0.024154266575351357
TP,27,0.023965475372970103
TP,28,0.024060250222682954
TP,29,0.023798813968896868
TP,30,0.023705666484311223
TP,31,0.023558058151975272
TP,32,0.023576066764071583
TP,33,0.023487232169136407
TP,34,0.02336743790656328
TP,35,0.023294283915311097
TP,36,0.023469905909150837
TP,37,0.02312390341423452
TP,38,0.023151172595098614
TP,39,0.023146142521873116
TP,40,0.02311375689692795
TP,41,0.022838263353332878
TP,42,0.022857154300436378
TP,43,0.022957189846783875
TP,44,0.02288222867064178
TP,45,0.022574974494054913
TP,46,0.022373707434162497
TP,47,0.022314901584759354
TP,48,0.022093037869781257
TP,49,0.021939742723479868
TP,50,0.021748351911082865
TP,51,0.02184554800391197
TP,52,0.021667739041149617
TP,53,0.0214015254098922
TP,54,0.021259419294074176
TP,55,0.021172055508941412
TP,56,0.021182454461231827
TP,57,0.02107580402866006
TP,58,0.02099132371135056
TP,59,0.02086617885157466
