k,assay,train_indiv,train_rows,train_unique,val_rows,val_unique,n_test_files,n_crossdonor_sets,test_rows_mean,val_leaked_frac,primary_test_leaked_frac,crossdonor_leaked_frac_mean,crossdonor_leaked_frac_std,crossdonor_leaked_frac_min,crossdonor_leaked_frac_max,test_leaked_frac_mean,test_leaked_frac_min,test_leaked_frac_max,train_within_dup_frac,label_conflict_seqs_in_test_mean,crossdonor_set_01,crossdonor_set_02,crossdonor_set_03,crossdonor_set_04,crossdonor_set_05,crossdonor_set_06,crossdonor_set_07,crossdonor_set_08,crossdonor_set_09,crossdonor_set_10
3,H3K27me3,4,8062,5700,1008,895,11,10,1008.0,0.3759920634920635,0.40476190476190477,0.8871031746031747,0.1695147236218535,0.40476190476190477,0.9484126984126984,0.8432539682539683,0.40476190476190477,0.9484126984126984,0.29297940957578766,35.90909090909091,0.40476190476190477,0.9404761904761905,0.939484126984127,0.9434523809523809,0.9384920634920635,0.9484126984126984,0.935515873015873,0.9375,0.9404761904761905,0.9424603174603174
3,H3K36me3,1,19344,13583,2418,2211,11,10,2418.0,0.39495450785773367,0.3990901571546733,0.8846153846153847,0.17063027220084773,0.3990901571546733,0.9437551695616212,0.8404767275735018,0.3990901571546733,0.9437551695616212,0.29781844499586435,60.27272727272727,0.3990901571546733,0.9346567411083541,0.9437551695616212,0.9404466501240695,0.9400330851943756,0.9330024813895782,0.9408602150537635,0.9408602150537635,0.9387923904052936,0.9346567411083541
3,H3K36me3,2,9646,7723,1206,1137,11,10,1206.0,0.2885572139303483,0.3200663349917081,0.8684079601990051,0.19274046390399127,0.3200663349917081,0.939469320066335,0.8185587215437963,0.3200663349917081,0.939469320066335,0.19935724652705786,31.636363636363637,0.3200663349917081,0.9220563847429519,0.9344941956882256,0.9253731343283582,0.939469320066335,0.9311774461028193,0.9270315091210614,0.9311774461028193,0.9228855721393034,0.9303482587064676
3,H3K36me3,3,11305,8684,1413,1304,11,10,1414.0,0.3637650389242746,0.347949080622348,0.8753889674681753,0.18554884841214236,0.347949080622348,0.9434229137199435,0.8274398868458274,0.347949080622348,0.9434229137199435,0.23184431667403804,21.727272727272727,0.347949080622348,0.9434229137199435,0.9165487977369166,0.9405940594059405,0.942008486562942,0.9356435643564357,0.9278642149929278,0.9398868458274399,0.9214992927864215,0.9384724186704385
3,H3K36me3,4,17622,12261,2203,2010,11,10,2203.0,0.4076259645937358,0.42442124375851115,0.8901044030866998,0.16368627871193678,0.42442124375851115,0.9496141625056741,0.847769570420501,0.42442124375851115,0.9496141625056741,0.3042219952332312,57.81818181818182,0.42442124375851115,0.9496141625056741,0.9459827507943713,0.9378120744439401,0.9432591920108943,0.9328188833408988,0.9400817067635043,0.9432591920108943,0.9418974126191557,0.9418974126191557
3,H3K4me1,1,15836,12057,1980,1852,11,10,1980.0,0.3297979797979798,0.3393939393939394,0.876010101010101,0.18858784685669075,0.3393939393939394,0.942929292929293,0.8272268135904498,0.3393939393939394,0.942929292929293,0.2386334933063905,23.181818181818183,0.3393939393939394,0.9282828282828283,0.9368686868686869,0.9368686868686869,0.9363636363636364,0.9318181818181818,0.942929292929293,0.9333333333333333,0.9363636363636364,0.9378787878787879
3,H3K4me1,2,7208,5740,901,854,11,10,901.0,0.29411764705882354,0.3407325194228635,0.8725860155382907,0.1869124330818856,0.3407325194228635,0.9400665926748057,0.8242356977096157,0.3407325194228635,0.9400665926748057,0.20366259711431742,9.545454545454545,0.3407325194228635,0.9400665926748057,0.9311875693673696,0.9334073251942286,0.9322974472807991,0.93007769145394,0.9267480577136515,0.9311875693673696,0.9334073251942286,0.9267480577136515
3,H3K4me1,3,6209,4745,776,708,11,10,777.0,0.3337628865979381,0.3410553410553411,0.8675675675675676,0.18515178418592698,0.3410553410553411,0.9407979407979408,0.8197028197028197,0.3410553410553411,0.9407979407979408,0.23578676115316477,6.454545454545454,0.3410553410553411,0.9279279279279279,0.9266409266409267,0.9407979407979408,0.9137709137709138,0.9202059202059202,0.924066924066924,0.9343629343629344,0.9266409266409267,0.9202059202059202
3,H3K4me1,4,11379,8106,1422,1284,11,10,1423.0,0.36779184247538677,0.40548137737174983,0.8866479269149684,0.1691090790172854,0.40548137737174983,0.9465917076598735,0.8429055133201303,0.40548137737174983,0.9465917076598735,0.2876351173213815,26.545454545454547,0.40548137737174983,0.9374560787069571,0.9395643007730148,0.9465917076598735,0.9332396345748419,0.9395643007730148,0.9402670414617006,0.94378074490513,0.94378074490513,0.9367533380182712
3,H3K4me3,1,33824,19041,4228,3591,11,10,4228.0,0.5972090823084201,0.6192052980132451,0.9282403027436139,0.10860957598416941,0.6192052980132451,0.967360454115421,0.9001462114044895,0.6192052980132451,0.967360454115421,0.43705652790917693,501.1818181818182,0.6192052980132451,0.9626300851466414,0.9597918637653737,0.9640491958372753,0.9600283822138127,0.9628666035950804,0.9647587511825922,0.9605014191106906,0.9612109744560076,0.967360454115421
3,H3K4me3,2,18859,11005,2357,1992,11,10,2358.0,0.5485787017394994,0.5720949957591179,0.918320610687023,0.12167911196079767,0.5720949957591179,0.96225614927905,0.8868455547844861,0.5720949957591179,0.96225614927905,0.4164589850999523,159.27272727272728,0.5720949957591179,0.9558948261238338,0.9584393553859203,0.9541984732824428,0.9529262086513995,0.957167090754877,0.9584393553859203,0.96225614927905,0.9567430025445293,0.9550466497031382
3,H3K4me3,3,33763,19382,4220,3527,11,10,4221.0,0.5767772511848341,0.5756929637526652,0.9180525941719972,0.12031706856005298,0.5756929637526652,0.9597251836057806,0.8869289914066034,0.5756929637526652,0.9597251836057806,0.4259396380653378,412.90909090909093,0.5756929637526652,0.9538024164889837,0.9597251836057806,0.9583037194977494,0.9538024164889837,0.9552238805970149,0.9597251836057806,0.9552238805970149,0.9530916844349681,0.9559346126510305
3,H3K4me3,4,33187,16689,4148,3400,11,10,4149.0,0.6709257473481196,0.690527838033261,0.9414316702819956,0.08820451486545644,0.690527838033261,0.9746926970354303,0.9186222309866561,0.690527838033261,0.9746926970354303,0.4971223671919728,418.72727272727275,0.690527838033261,0.9746926970354303,0.9718004338394793,0.9693902145095203,0.9669799951795613,0.9655338635815859,0.9672210171125573,0.9686671487105326,0.9672210171125573,0.9722824777054712
3,H3K9me3,1,27092,19773,3387,3097,11,10,3387.0,0.38441098317094774,0.3900206672571597,0.8812813699439032,0.17267025539691344,0.3900206672571597,0.9421316799527606,0.8366213060632901,0.3900206672571597,0.9421316799527606,0.2701535508637236,197.8181818181818,0.3900206672571597,0.9332742840271627,0.9297313256569235,0.9309123117803366,0.9306170652494833,0.9368172423974018,0.9421316799527606,0.9394744611750812,0.9394744611750812,0.9403602007676409
3,H3K9me3,2,16828,13119,2104,1954,11,10,2104.0,0.31131178707224333,0.30988593155893535,0.8706749049429657,0.19706905503674052,0.30988593155893535,0.9386882129277566,0.8196940891807812,0.30988593155893535,0.9386882129277566,0.22040646541478487,60.81818181818182,0.30988593155893535,0.9386882129277566,0.9310836501901141,0.9258555133079848,0.9310836501901141,0.935361216730038,0.9334600760456274,0.9334600760456274,0.9344106463878327,0.9334600760456274
3,H3K9me3,3,15488,11634,1936,1789,11,10,1936.0,0.3450413223140496,0.3672520661157025,0.8797520661157024,0.1801520135524651,0.3672520661157025,0.9483471074380165,0.8331611570247935,0.3672520661157025,0.9483471074380165,0.24883780991735538,87.45454545454545,0.3672520661157025,0.9349173553719008,0.9390495867768595,0.9483471074380165,0.9369834710743802,0.9287190082644629,0.9338842975206612,0.9380165289256198,0.9390495867768595,0.931301652892562
3,H3K9me3,4,15662,10369,1958,1718,11,10,1958.0,0.449438202247191,0.45914198161389175,0.8959652706843718,0.1535303148692447,0.45914198161389175,0.9499489274770173,0.8562540625870554,0.45914198161389175,0.9499489274770173,0.33795173030264336,116.0909090909091,0.45914198161389175,0.9366700715015321,0.9448416751787538,0.9448416751787538,0.9443309499489275,0.9427987742594485,0.9417773237997957,0.9458631256384066,0.9499489274770173,0.949438202247191
3,POLR2A,1,11188,9724,1399,1374,11,10,1399.0,0.20300214438884917,0.21157969978556113,0.8513938527519656,0.22490096989505226,0.21157969978556113,0.9328091493924232,0.7932289297550199,0.21157969978556113,0.9328091493924232,0.13085448695030388,51.27272727272727,0.21157969978556113,0.9242315939957112,0.9299499642601858,0.9127948534667619,0.9170836311651179,0.9163688348820586,0.9235167977126519,0.9278055754110078,0.9328091493924232,0.9177984274481773
3,POLR2A,2,9612,7928,1202,1149,11,10,1202.0,0.2637271214642263,0.2853577371048253,0.8668053244592345,0.20439285540770408,0.2853577371048253,0.9442595673876872,0.8139464528815609,0.2853577371048253,0.9442595673876872,0.17519766957969204,68.63636363636364,0.2853577371048253,0.9342762063227953,0.9342762063227953,0.93261231281198,0.9201331114808652,0.9267886855241264,0.930116472545757,0.9442595673876872,0.9317803660565723,0.9284525790349417
3,POLR2A,3,14291,10073,1786,1621,11,10,1787.0,0.3885778275475924,0.39843312814773363,0.883100167879127,0.1703732835631552,0.39843312814773363,0.9468382764409625,0.8390395279035459,0.39843312814773363,0.9468382764409625,0.2951507942061437,121.0909090909091,0.39843312814773363,0.9317291550083939,0.940123111359821,0.9468382764409625,0.9367655288192501,0.9294907666480134,0.9367655288192501,0.940123111359821,0.9395635142697258,0.9311695579182988
3,POLR2A,4,13804,10171,1726,1585,11,10,1726.0,0.3847045191193511,0.36964078794901506,0.8810544611819235,0.1797930410987887,0.36964078794901506,0.9455388180764774,0.834562309069841,0.36964078794901506,0.9455388180764774,0.263184584178499,92.9090909090909,0.36964078794901506,0.9438006952491309,0.9420625724217845,0.9316338354577057,0.9414831981460023,0.9420625724217845,0.9298957126303592,0.9455388180764774,0.9351100811123986,0.929316338354577
3,POLR2AphosphoS5,1,12905,11309,1613,1566,11,10,1614.0,0.21698698078115314,0.21313506815365552,0.8521065675340769,0.2245543360324688,0.21313506815365552,0.9275092936802974,0.794018249408584,0.21313506815365552,0.9275092936802974,0.12367299496319256,52.81818181818182,0.21313506815365552,0.9275092936802974,0.9182156133828996,0.9138785625774474,0.9256505576208178,0.9206939281288724,0.9275092936802974,0.926270136307311,0.9244114002478315,0.9237918215613383
3,POLR2AphosphoS5,2,3324,3130,416,415,11,10,416.0,0.09375,0.13942307692307693,0.838701923076923,0.2460847937082754,0.13942307692307693,0.9399038461538461,0.7751311188811187,0.13942307692307693,0.9399038461538461,0.05836341756919374,2.3636363636363638,0.13942307692307693,0.9182692307692307,0.9399038461538461,0.9134615384615384,0.9206730769230769,0.9038461538461539,0.8966346153846154,0.9375,0.9086538461538461,0.9086538461538461
3,POLR2AphosphoS5,3,12571,10913,1571,1520,11,10,1572.0,0.22087842138765118,0.21946564885496184,0.851526717557252,0.22216823344328032,0.21946564885496184,0.9287531806615776,0.7940666204024982,0.21946564885496184,0.9287531806615776,0.13189085991567895,45.36363636363637,0.21946564885496184,0.9217557251908397,0.9287531806615776,0.928117048346056,0.9255725190839694,0.9096692111959288,0.9179389312977099,0.9153944020356234,0.9211195928753181,0.9274809160305344
3,POLR2AphosphoS5,4,14001,11719,1750,1685,11,10,1751.0,0.25657142857142856,0.260422615648201,0.8573386636207883,0.2098468573676996,0.260422615648201,0.9320388349514563,0.803073568350553,0.260422615648201,0.9320388349514563,0.1629883579744304,77.9090909090909,0.260422615648201,0.9274700171330669,0.9149057681324957,0.9131924614505996,0.9177612792689891,0.9303255282695603,0.9320388349514563,0.9320388349514563,0.9223300970873787,0.9229011993146773
3,RNAseq,1,48236,34343,6030,5487,11,10,6030.0,0.4043117744610282,0.4177446102819237,0.8902487562189055,0.16605713847636439,0.4177446102819237,0.947927031509121,0.8472938338609981,0.4177446102819237,0.947927031509121,0.28802139480885647,357.45454545454544,0.4177446102819237,0.939469320066335,0.9444444444444444,0.9398009950248756,0.9449419568822554,0.947927031509121,0.9424543946932007,0.943117744610282,0.9462686567164179,0.936318407960199
3,RNAseq,2,29683,21765,3710,3404,11,10,3711.0,0.3595687331536388,0.38857450821880896,0.8841282673133927,0.1741411561081634,0.38857450821880896,0.9439504176771759,0.8390779255775214,0.38857450821880896,0.9439504176771759,0.26675201293669776,184.9090909090909,0.38857450821880896,0.938291565615737,0.9353274050121261,0.9355968741579089,0.9423336028024791,0.9388305039073026,0.9439504176771759,0.9409862570735651,0.939638911344651,0.9377526273241714
3,RNAseq,3,32336,21380,4042,3554,11,10,4042.0,0.4705591291439881,0.4804552201880257,0.9018060366155367,0.14807785543913168,0.4804552201880257,0.9524987629886195,0.8635014169403085,0.4804552201880257,0.9524987629886195,0.3388174171202375,313.0,0.4804552201880257,0.9524987629886195,0.9445818901533894,0.9505195447798119,0.9487877288471054,0.9430974764967838,0.9515091538842158,0.9502721425037111,0.9468085106382979,0.9495299356754082
3,RNAseq,4,49673,29075,6209,5247,11,10,6210.0,0.5485585440489612,0.5628019323671497,0.9166666666666667,0.12437547635317897,0.5628019323671497,0.9605475040257649,0.8844971453667106,0.5628019323671497,0.9605475040257649,0.4146719545829726,474.45454545454544,0.5628019323671497,0.9571658615136877,0.9523349436392915,0.9552334943639291,0.9563607085346216,0.9495974235104669,0.9568438003220612,0.9605475040257649,0.9594202898550724,0.9563607085346216
