k,donor,assay,prefix,train_rows,train_unique,dev_rows,dev_unique,n_test_files,test_rows_mean,test_leaked_frac_mean,test_leaked_frac_min,test_leaked_frac_max,dev_leaked_frac,train_within_dup_frac,label_conflict_seqs_in_test_mean
4,enc002,POLR2A,enc002_POLR2A,2744,2257,343,328,10,343.0,0.8717201166180759,0.3236151603498542,0.9533527696793003,0.3206997084548105,0.17747813411078717,22.0
4,enc003,POLR2A,enc003_POLR2A,3739,2554,467,414,10,468.0,0.8985042735042734,0.46153846153846156,0.9636752136752137,0.4197002141327623,0.3169296603369885,27.8
4,enc004,POLR2A,enc004_POLR2A,4624,3360,578,538,10,578.0,0.8927335640138407,0.4204152249134948,0.9550173010380623,0.35813148788927335,0.27335640138408307,49.9
4,enc001,POLR2AphosphoS5,enc001_POLR2AphosphoS5,5952,4945,744,724,10,744.0,0.8716397849462366,0.30376344086021506,0.9502688172043011,0.28225806451612906,0.16918682795698925,48.5
4,enc002,POLR2AphosphoS5,enc002_POLR2AphosphoS5,1132,1078,142,142,10,142.0,0.832394366197183,0.09859154929577464,0.9366197183098591,0.07042253521126761,0.04770318021201413,1.7
4,enc003,POLR2AphosphoS5,enc003_POLR2AphosphoS5,5310,4393,664,638,10,664.0,0.8671686746987952,0.2936746987951807,0.947289156626506,0.286144578313253,0.17269303201506592,36.7
4,enc004,POLR2AphosphoS5,enc004_POLR2AphosphoS5,4809,3867,601,571,10,602.0,0.8697674418604653,0.32059800664451826,0.946843853820598,0.3011647254575707,0.19588271990018716,38.0
5,enc001,ATACseq,enc001_ATACseq,3576,3016,447,433,10,447.0,0.860626398210291,0.2639821029082774,0.9440715883668904,0.24384787472035793,0.15659955257270694,12.2
5,enc002,ATACseq,enc002_ATACseq,8545,6846,1068,1022,10,1069.0,0.8704396632366697,0.3199251637043966,0.9485500467726847,0.29775280898876405,0.19882972498537158,69.5
5,enc003,ATACseq,enc003_ATACseq,7262,5487,908,840,10,908.0,0.8822687224669604,0.38215859030837,0.9460352422907489,0.3722466960352423,0.2444230239603415,51.6
5,enc004,ATACseq,enc004_ATACseq,4307,3074,538,497,10,539.0,0.8825602968460112,0.38404452690166974,0.9461966604823747,0.3847583643122677,0.2862781518458324,18.9
5,enc001,CTCF,enc001_CTCF,11547,6570,1443,1221,10,1444.0,0.9208448753462605,0.5872576177285319,0.961218836565097,0.5758835758835759,0.4310210444271239,170.4
5,enc002,CTCF,enc002_CTCF,12080,6889,1510,1251,10,1510.0,0.9250331125827815,0.5927152317880795,0.9655629139072848,0.571523178807947,0.4297185430463576,171.3
5,enc003,CTCF,enc003_CTCF,12624,6792,1578,1260,10,1578.0,0.9276932826362483,0.6330798479087453,0.967680608365019,0.6261089987325729,0.4619771863117871,202.9
5,enc004,CTCF,enc004_CTCF,13731,7067,1716,1332,10,1717.0,0.9277227722772278,0.6278392545136867,0.9644729178800233,0.6520979020979021,0.48532517660767605,219.6
5,enc001,EP300,enc001_EP300,1537,1408,192,190,10,193.0,0.8393782383419689,0.12435233160621761,0.9430051813471503,0.125,0.08392973324658426,4.8
5,enc002,EP300,enc002_EP300,124,119,16,16,10,16.0,0.85625,0.1875,1.0,0.125,0.04032258064516129,0.0
5,enc003,EP300,enc003_EP300,68,67,9,8,10,9.0,0.7555555555555555,0.0,1.0,0.0,0.014705882352941176,0.0
5,enc004,EP300,enc004_EP300,564,526,71,70,10,71.0,0.8140845070422535,0.08450704225352113,0.9436619718309859,0.14084507042253522,0.0673758865248227,0.2
5,enc001,H3K27ac,enc001_H3K27ac,8822,6007,1103,965,10,1103.0,0.8947416137805984,0.4487760652765186,0.958295557570263,0.4315503173164098,0.3190886420312854,54.8
5,enc002,H3K27ac,enc002_H3K27ac,6315,4422,789,694,10,790.0,0.8846835443037975,0.38734177215189874,0.9518987341772152,0.38910012674271227,0.2997624703087886,29.2
5,enc003,H3K27ac,enc003_H3K27ac,8312,5301,1039,865,10,1039.0,0.8993262752646775,0.4667949951876805,0.9547641963426372,0.4879692011549567,0.3622473532242541,48.2
5,enc004,H3K27ac,enc004_H3K27ac,8876,5465,1110,911,10,1110.0,0.9104504504504505,0.5261261261261261,0.9621621621621622,0.5063063063063064,0.38429472735466425,46.8
5,enc001,H3K27me3,enc001_H3K27me3,1670,1181,209,192,10,209.0,0.8904306220095692,0.4019138755980861,0.9617224880382775,0.4258373205741627,0.29281437125748505,2.9
5,enc002,H3K27me3,enc002_H3K27me3,478,450,60,58,10,60.0,0.8383333333333333,0.11666666666666667,0.95,0.06666666666666667,0.058577405857740586,0.2
5,enc003,H3K27me3,enc003_H3K27me3,502,386,63,60,10,63.0,0.8587301587301587,0.2698412698412698,0.9682539682539683,0.3333333333333333,0.23107569721115537,1.3
5,enc004,H3K27me3,enc004_H3K27me3,468,359,59,55,10,59.0,0.883050847457627,0.3559322033898305,1.0,0.3389830508474576,0.2329059829059829,1.1
5,enc001,H3K36me3,enc001_H3K36me3,212,177,27,27,10,27.0,0.8629629629629628,0.25925925925925924,0.9629629629629629,0.2222222222222222,0.1650943396226415,0.3
5,enc002,H3K36me3,enc002_H3K36me3,166,154,21,21,10,21.0,0.8571428571428571,0.19047619047619047,1.0,0.14285714285714285,0.07228915662650602,0.0
5,enc003,H3K36me3,enc003_H3K36me3,12,12,2,2,10,2.0,0.75,0.0,1.0,0.0,0.0,0.0
5,enc004,H3K36me3,enc004_H3K36me3,1190,788,149,133,10,149.0,0.8939597315436242,0.40268456375838924,0.9798657718120806,0.46308724832214765,0.3378151260504202,2.4
5,enc001,H3K4me1,enc001_H3K4me1,2632,1890,329,300,10,329.0,0.8820668693009118,0.3860182370820669,0.9635258358662614,0.3556231003039514,0.28191489361702127,2.8
5,enc002,H3K4me1,enc002_H3K4me1,947,800,118,117,10,119.0,0.8647058823529411,0.2773109243697479,0.9663865546218487,0.211864406779661,0.15522703273495247,0.6
5,enc003,H3K4me1,enc003_H3K4me1,32,32,4,4,10,4.0,0.85,0.0,1.0,0.0,0.0,0.0
5,enc004,H3K4me1,enc004_H3K4me1,1945,1344,243,221,10,244.0,0.884016393442623,0.35655737704918034,0.9631147540983607,0.3868312757201646,0.3089974293059126,4.8
5,enc001,H3K4me3,enc001_H3K4me3,8315,4598,1039,854,10,1040.0,0.921826923076923,0.5778846153846153,0.9730769230769231,0.5774783445620789,0.4470234515935057,63.8
5,enc002,H3K4me3,enc002_H3K4me3,5443,3213,680,573,10,681.0,0.9105726872246697,0.5315712187958884,0.9574155653450808,0.525,0.4097005327944148,29.3
5,enc003,H3K4me3,enc003_H3K4me3,12046,7263,1506,1228,10,1506.0,0.9128818061088978,0.5265604249667994,0.9594953519256308,0.5033200531208499,0.39706126515025736,122.2
5,enc004,H3K4me3,enc004_H3K4me3,9300,4992,1163,941,10,1163.0,0.9294926913155631,0.6208082545141874,0.9716251074806534,0.6139294926913156,0.4632258064516129,92.2
5,enc001,H3K9me3,enc001_H3K9me3,283,212,35,33,10,36.0,0.8805555555555555,0.3055555555555556,1.0,0.42857142857142855,0.2508833922261484,2.3
5,enc002,H3K9me3,enc002_H3K9me3,126,115,16,16,10,16.0,0.85625,0.125,1.0,0.25,0.0873015873015873,0.4
5,enc003,H3K9me3,enc003_H3K9me3,145,111,18,17,10,19.0,0.8736842105263157,0.3157894736842105,1.0,0.2222222222222222,0.23448275862068965,0.0
5,enc004,H3K9me3,enc004_H3K9me3,145,117,18,16,10,19.0,0.8842105263157893,0.3684210526315789,1.0,0.3333333333333333,0.19310344827586207,1.2
5,enc001,POLR2A,enc001_POLR2A,2694,2308,337,323,10,337.0,0.8676557863501484,0.3056379821958457,0.9436201780415431,0.29376854599406527,0.1432813659985152,13.2
5,enc002,POLR2A,enc002_POLR2A,2744,2255,343,329,10,343.0,0.8688046647230321,0.2944606413994169,0.9504373177842566,0.2857142857142857,0.1782069970845481,18.3
5,enc003,POLR2A,enc003_POLR2A,3739,2575,467,411,10,468.0,0.9014957264957264,0.4807692307692308,0.967948717948718,0.4603854389721627,0.3113131853436748,32.6
5,enc004,POLR2A,enc004_POLR2A,4624,3343,578,534,10,578.0,0.8823529411764707,0.36678200692041524,0.9584775086505191,0.41695501730103807,0.27703287197231835,48.4
5,enc001,POLR2AphosphoS5,enc001_POLR2AphosphoS5,5952,4930,744,717,10,744.0,0.8638440860215054,0.28360215053763443,0.9422043010752689,0.2647849462365591,0.17170698924731181,47.3
5,enc002,POLR2AphosphoS5,enc002_POLR2AphosphoS5,1132,1080,142,141,10,142.0,0.8429577464788732,0.13380281690140844,0.9507042253521126,0.04929577464788732,0.045936395759717315,0.5
5,enc003,POLR2AphosphoS5,enc003_POLR2AphosphoS5,5310,4411,664,638,10,664.0,0.8635542168674698,0.2936746987951807,0.9412650602409639,0.28313253012048195,0.16930320150659134,37.1
5,enc004,POLR2AphosphoS5,enc004_POLR2AphosphoS5,4809,3880,601,569,10,602.0,0.8691029900332227,0.33056478405315615,0.9435215946843853,0.3227953410981697,0.19317945518818883,41.0
6,enc001,ATACseq,enc001_ATACseq,3576,3037,447,434,10,447.0,0.8590604026845637,0.2684563758389262,0.9351230425055929,0.26174496644295303,0.15072706935123042,10.1
6,enc002,ATACseq,enc002_ATACseq,8545,6818,1068,1012,10,1069.0,0.8717492984097287,0.3292797006548176,0.9420018709073901,0.2818352059925094,0.20210649502633118,72.2
6,enc003,ATACseq,enc003_ATACseq,7262,5509,908,843,10,908.0,0.8822687224669604,0.3876651982378855,0.9416299559471366,0.36784140969163,0.24139355549435418,49.5
6,enc004,ATACseq,enc004_ATACseq,4307,3085,538,483,10,539.0,0.887569573283859,0.3784786641929499,0.9573283858998145,0.3996282527881041,0.2837241699558858,21.5
6,enc001,CTCF,enc001_CTCF,11547,6598,1443,1213,10,1444.0,0.9219529085872576,0.6024930747922438,0.9626038781163435,0.5717255717255717,0.42859617216593054,161.1
6,enc002,CTCF,enc002_CTCF,12080,6787,1510,1301,10,1510.0,0.922251655629139,0.5860927152317881,0.9649006622516556,0.5496688741721855,0.43816225165562916,174.5
6,enc003,CTCF,enc003_CTCF,12624,6789,1578,1291,10,1578.0,0.9303548795944234,0.6273764258555133,0.9702154626108999,0.6305449936628644,0.4622148288973384,193.6
6,enc004,CTCF,enc004_CTCF,13731,7133,1716,1366,10,1717.0,0.9398369248689576,0.6843331391962726,0.9743739079790332,0.6252913752913752,0.480518534702498,241.0
6,enc001,EP300,enc001_EP300,1537,1415,192,192,10,193.0,0.8347150259067357,0.15025906735751296,0.9378238341968912,0.109375,0.07937540663630449,4.8
6,enc002,EP300,enc002_EP300,124,117,16,16,10,16.0,0.825,0.125,1.0,0.0625,0.056451612903225805,0.2
6,enc003,EP300,enc003_EP300,68,68,9,9,10,9.0,0.8,0.1111111111111111,1.0,0.2222222222222222,0.0,0.0
6,enc004,EP300,enc004_EP300,564,527,71,71,10,71.0,0.8211267605633804,0.15492957746478872,0.9295774647887324,0.15492957746478872,0.06560283687943262,0.6
6,enc001,H3K27ac,enc001_H3K27ac,8822,6023,1103,960,10,1103.0,0.8936536718041704,0.4460562103354488,0.9492293744333635,0.45330915684496825,0.31727499433235096,54.0
6,enc002,H3K27ac,enc002_H3K27ac,6315,4451,789,693,10,790.0,0.889873417721519,0.4316455696202532,0.9493670886075949,0.4017743979721166,0.2951702296120348,33.9
6,enc003,H3K27ac,enc003_H3K27ac,8312,5291,1039,873,10,1039.0,0.8978825794032724,0.4773820981713186,0.9509143407122232,0.4639076034648701,0.3634504331087584,52.4
6,enc004,H3K27ac,enc004_H3K27ac,8876,5414,1110,929,10,1110.0,0.9047747747747747,0.4927927927927928,0.9531531531531532,0.4846846846846847,0.3900405588102749,52.3
6,enc001,H3K27me3,enc001_H3K27me3,1670,1174,209,194,10,209.0,0.8880382775119617,0.4354066985645933,0.9521531100478469,0.35406698564593303,0.2970059880239521,4.5
6,enc002,H3K27me3,enc002_H3K27me3,478,448,60,59,10,60.0,0.8383333333333333,0.03333333333333333,1.0,0.06666666666666667,0.06276150627615062,0.0
6,enc003,H3K27me3,enc003_H3K27me3,502,398,63,60,10,63.0,0.8634920634920634,0.3333333333333333,0.9523809523809523,0.36507936507936506,0.20717131474103587,0.0
6,enc004,H3K27me3,enc004_H3K27me3,468,353,59,57,10,59.0,0.8576271186440678,0.2542372881355932,0.9661016949152542,0.2711864406779661,0.24572649572649571,1.1
6,enc001,H3K36me3,enc001_H3K36me3,212,182,27,27,10,27.0,0.8777777777777779,0.4074074074074074,1.0,0.2222222222222222,0.14150943396226415,0.0
6,enc002,H3K36me3,enc002_H3K36me3,166,151,21,21,10,21.0,0.8428571428571429,0.19047619047619047,0.9523809523809523,0.047619047619047616,0.09036144578313253,0.0
6,enc003,H3K36me3,enc003_H3K36me3,12,12,2,2,10,2.0,0.75,0.0,1.0,0.0,0.0,0.0
6,enc004,H3K36me3,enc004_H3K36me3,1190,792,149,126,10,149.0,0.8906040268456377,0.42953020134228187,0.9664429530201343,0.3959731543624161,0.334453781512605,2.2
6,enc001,H3K4me1,enc001_H3K4me1,2632,1928,329,294,10,329.0,0.9015197568389057,0.45896656534954405,0.9756838905775076,0.3738601823708207,0.2674772036474164,2.5
6,enc002,H3K4me1,enc002_H3K4me1,947,817,118,113,10,119.0,0.8495798319327733,0.2857142857142857,0.9327731092436975,0.3305084745762712,0.13727560718057022,0.1
6,enc003,H3K4me1,enc003_H3K4me1,32,32,4,4,10,4.0,0.7,0.0,1.0,0.0,0.0,0.0
