k,assay,train_indiv,train_rows,train_unique,val_rows,val_unique,n_test_files,test_rows_mean,test_leaked_frac_mean,test_leaked_frac_min,test_leaked_frac_max,val_leaked_frac,train_within_dup_frac,label_conflict_seqs_in_test_mean
6,H3K27ac,1,8822,6023,1103,960,11,1103.0,0.8529629934888322,0.4460562103354488,0.9492293744333635,0.45330915684496825,0.31727499433235096,53.27272727272727
6,H3K27ac,2,6315,4451,789,693,11,790.0,0.8482163406214039,0.4316455696202532,0.9493670886075949,0.4017743979721166,0.2951702296120348,33.81818181818182
6,H3K27ac,3,8312,5291,1039,873,11,1039.0,0.8596552629276402,0.4773820981713186,0.9509143407122232,0.4639076034648701,0.3634504331087584,52.27272727272727
6,H3K27ac,4,8876,5414,1110,929,11,1110.0,0.8673218673218673,0.4927927927927928,0.9531531531531532,0.4846846846846847,0.3900405588102749,52.36363636363637
6,H3K27me3,1,1670,1174,209,194,11,209.0,0.84688995215311,0.4354066985645933,0.9521531100478469,0.35406698564593303,0.2970059880239521,4.454545454545454
6,H3K27me3,2,478,448,60,59,11,60.0,0.7651515151515151,0.03333333333333333,1.0,0.06666666666666667,0.06276150627615062,0.0
6,H3K27me3,3,502,398,63,60,11,63.0,0.8152958152958153,0.3333333333333333,0.9523809523809523,0.36507936507936506,0.20717131474103587,0.0
6,H3K27me3,4,468,353,59,57,11,59.0,0.802773497688752,0.2542372881355932,0.9661016949152542,0.2711864406779661,0.24572649572649571,1.0909090909090908
6,H3K36me3,1,212,182,27,27,11,27.0,0.835016835016835,0.4074074074074074,1.0,0.2222222222222222,0.14150943396226415,0.0
6,H3K36me3,2,166,151,21,21,11,21.0,0.7835497835497836,0.19047619047619047,0.9523809523809523,0.047619047619047616,0.09036144578313253,0.0
6,H3K36me3,3,12,12,2,2,11,2.0,0.6818181818181818,0.0,1.0,0.0,0.0,0.0
6,H3K36me3,4,1190,792,149,126,11,149.0,0.8486882245271506,0.42953020134228187,0.9664429530201343,0.3959731543624161,0.334453781512605,2.272727272727273
6,H3K4me1,1,2632,1928,329,294,11,329.0,0.8612876485216909,0.45896656534954405,0.9756838905775076,0.3738601823708207,0.2674772036474164,2.3636363636363638
6,H3K4me1,2,947,817,118,113,11,119.0,0.7983193277310925,0.2857142857142857,0.9327731092436975,0.3305084745762712,0.13727560718057022,0.09090909090909091
6,H3K4me1,3,32,32,4,4,11,4.0,0.6363636363636364,0.0,1.0,0.0,0.0,0.0
6,H3K4me1,4,1945,1348,243,227,11,244.0,0.838301043219076,0.39344262295081966,0.9713114754098361,0.3662551440329218,0.30694087403598974,3.4545454545454546
6,H3K4me3,1,8315,4657,1039,845,11,1040.0,0.896416083916084,0.6067307692307692,0.9692307692307692,0.575553416746872,0.43992784125075163,64.18181818181819
6,H3K4me3,2,5443,3228,680,575,11,681.0,0.8809237751969029,0.5565345080763583,0.9588839941262849,0.4985294117647059,0.40694469961418334,30.181818181818183
6,H3K4me3,3,12046,7226,1506,1241,11,1506.0,0.8805988168537969,0.545816733067729,0.9588313413014609,0.5132802124833997,0.40013282417399965,128.1818181818182
6,H3K4me3,4,9300,4994,1163,944,11,1163.0,0.901274134292191,0.6190885640584695,0.9785038693035254,0.5915735167669819,0.46301075268817204,95.0909090909091
6,H3K9me3,1,283,214,35,34,11,36.0,0.8333333333333333,0.3611111111111111,1.0,0.2571428571428571,0.24381625441696114,0.5454545454545454
6,H3K9me3,2,126,113,16,16,11,16.0,0.7784090909090909,0.125,1.0,0.125,0.10317460317460317,0.2727272727272727
6,H3K9me3,3,145,112,18,17,11,19.0,0.8086124401913876,0.2631578947368421,1.0,0.2777777777777778,0.22758620689655173,0.2727272727272727
6,H3K9me3,4,145,114,18,18,11,19.0,0.8229665071770337,0.2631578947368421,1.0,0.2777777777777778,0.21379310344827587,0.6363636363636364
6,POLR2A,1,2694,2282,337,322,11,337.0,0.8152144591313731,0.2818991097922849,0.9465875370919882,0.2522255192878338,0.15293244246473645,15.181818181818182
6,POLR2A,2,2744,2243,343,336,11,343.0,0.8160614895308772,0.3119533527696793,0.9475218658892128,0.22740524781341107,0.1825801749271137,17.363636363636363
6,POLR2A,3,3739,2559,467,416,11,468.0,0.851010101010101,0.4358974358974359,0.9508547008547008,0.44539614561027835,0.3155924043861995,25.818181818181817
6,POLR2A,4,4624,3338,578,538,11,578.0,0.8400440390059768,0.39792387543252594,0.9550173010380623,0.3494809688581315,0.2781141868512111,45.54545454545455
6,POLR2AphosphoS5,1,5952,4935,744,725,11,744.0,0.8128054740957967,0.28897849462365593,0.9354838709677419,0.25,0.17086693548387097,48.09090909090909
6,POLR2AphosphoS5,2,1132,1074,142,142,11,142.0,0.7740076824583867,0.1056338028169014,0.9366197183098591,0.06338028169014084,0.05123674911660778,3.1818181818181817
